=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-7-8_22-45-2
====================================================================================
22:45:2 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6549.284668, 289.343719, 7618.384766>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6548.134277, 289.313538, 7617.474121>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6547.307129, 289.296326, 7616.904785>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6546.711426, 289.291077, 7616.613770>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6546.116211, 289.285858, 7616.322754>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6545.520996, 289.280548, 7616.030762>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6544.677246, 289.261414, 7615.386230>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6544.183594, 289.245056, 7614.770020>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6543.818848, 289.227936, 7614.192383>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6543.442871, 289.213470, 7613.670410>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6543.135254, 289.202454, 7613.261230>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6542.625488, 289.194092, 7612.808594>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6542.061035, 289.188721, 7612.402344>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6541.565918, 289.185181, 7612.085938>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6541.446777, 289.186310, 7612.052246>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6541.178223, 289.188751, 7611.974609>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6540.833008, 289.192047, 7611.875977>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6539.581543, 289.177307, 7611.031738>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6538.177246, 289.152863, 7609.976074>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6536.444336, 289.122498, 7608.668945>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6534.968750, 289.105774, 7607.540039>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6534.258301, 289.110535, 7607.282227>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6533.603027, 289.115814, 7607.062988>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6533.127441, 289.118958, 7606.890625>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6532.891113, 289.120178, 7606.796875>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6532.893066, 289.120270, 7606.798340>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6532.895020, 289.120300, 7606.800293>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6532.895508, 289.120331, 7606.801758>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6531.313965, 289.100159, 7605.639160>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6529.725098, 289.080139, 7604.471191>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6527.937012, 289.052856, 7603.158203>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6526.702148, 289.042999, 7602.359863>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6526.087891, 289.048248, 7602.144043>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6525.534668, 289.053070, 7601.951172>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6524.920410, 289.057404, 7601.729492>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6524.490234, 289.050446, 7601.415039>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6524.011719, 289.042725, 7601.065918>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6523.581055, 289.035767, 7600.751465>)
23:3:35 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6519.367188, 288.978699, 7597.922363>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6518.066406, 288.955933, 7597.053711>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6518.006348, 288.954712, 7597.015137>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6518.008301, 288.954803, 7597.017090>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6518.011230, 288.954926, 7597.020020>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6518.012695, 288.955017, 7597.021973>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6518.017090, 288.955200, 7597.025879>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6516.495605, 288.928253, 7596.069824>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6514.580078, 288.887665, 7594.865723>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6512.512695, 288.855286, 7593.566895>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6511.098633, 288.843872, 7592.680176>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6511.062500, 288.843567, 7592.657715>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6511.018066, 288.843231, 7592.630371>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6510.980469, 288.842957, 7592.607422>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6510.594727, 288.839722, 7592.363281>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6510.153320, 288.836029, 7592.083496>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6509.709961, 288.831970, 7591.803711>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6508.400879, 288.820007, 7590.991211>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6506.078613, 288.792358, 7589.553711>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6504.110840, 288.756683, 7588.333496>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6502.319824, 288.730133, 7587.227539>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6501.974609, 288.722839, 7587.034668>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6501.623535, 288.715454, 7586.839844>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6501.265137, 288.707855, 7586.640137>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6499.753418, 288.672913, 7585.742188>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6497.891113, 288.633118, 7584.636230>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6496.356445, 288.601013, 7583.728027>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6494.481445, 288.558533, 7582.627930>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6491.706055, 288.463287, 7581.007324>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6489.440430, 288.389893, 7579.694824>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6489.202148, 288.386292, 7579.600586>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6489.067383, 288.384216, 7579.547363>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6488.932129, 288.382141, 7579.493652>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6488.770508, 288.379730, 7579.429199>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6487.258301, 288.339386, 7578.568848>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6485.223145, 288.270660, 7577.396973>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6482.963379, 288.194489, 7576.098145>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6481.015625, 288.129059, 7574.984375>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6478.752930, 288.053589, 7573.696777>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6476.483398, 287.977814, 7572.406250>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6474.464355, 287.912872, 7571.258301>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6473.690918, 287.891876, 7570.874023>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6472.922363, 287.871063, 7570.494141>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6472.150391, 287.849731, 7570.112305>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6465.624512, 287.635529, 7566.400391>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6463.036133, 287.548676, 7564.920898>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6463.042480, 287.549042, 7564.926758>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6463.052246, 287.549500, 7564.934570>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6463.061523, 287.549866, 7564.941406>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6463.067871, 287.550171, 7564.946289>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6460.757813, 287.477295, 7563.664063>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6458.171387, 287.409302, 7562.230957>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6454.108887, 287.302429, 7559.979980>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6450.697266, 287.217712, 7558.090820>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6450.710938, 287.218109, 7558.100586>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6450.724121, 287.218445, 7558.110352>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6450.734863, 287.218842, 7558.118652>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6450.520996, 287.214386, 7557.998047>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6449.784668, 287.198669, 7557.582031>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6449.171875, 287.184326, 7557.235352>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6448.489258, 287.168457, 7556.849121>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6448.563477, 287.170593, 7556.899902>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6448.578125, 287.171051, 7556.909668>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6448.586426, 287.171265, 7556.915527>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6448.594238, 287.171539, 7556.920898>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6448.603027, 287.171753, 7556.926758>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6448.622070, 287.172333, 7556.939941>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6448.640625, 287.172852, 7556.952637>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6448.661621, 287.173462, 7556.966309>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6447.002441, 287.135803, 7556.048340>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6443.202148, 287.049225, 7553.940430>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6438.683105, 286.960907, 7551.436523>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6434.926270, 286.898285, 7549.356934>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6434.965332, 286.899292, 7549.388184>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6434.992188, 286.900055, 7549.410156>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6435.005859, 286.900360, 7549.421387>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6435.017578, 286.900604, 7549.429199>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6435.030273, 286.900909, 7549.437988>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6435.046875, 286.901245, 7549.449219>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6435.062500, 286.901642, 7549.459473>)
23:3:36 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6431.987305, 286.856750, 7547.763184>)
23:3:37 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6450.344727, 287.478546, 7562.999023>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6462.473145, 288.325531, 7578.390625>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6462.468262, 288.325073, 7578.382324>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6462.462402, 288.324554, 7578.374023>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6462.457520, 288.324036, 7578.364746>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6462.455078, 288.323517, 7578.356445>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6462.451660, 288.323151, 7578.350586>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6462.448242, 288.322815, 7578.344727>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6462.444824, 288.322449, 7578.338867>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6462.443848, 288.322083, 7578.332031>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6464.743652, 288.496155, 7581.246582>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6467.953613, 288.727814, 7585.318359>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6471.194824, 288.957855, 7589.426758>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6474.155273, 289.157562, 7593.180176>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6474.413574, 289.174805, 7593.505371>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6474.407715, 289.174286, 7593.495117>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6474.402832, 289.173676, 7593.483887>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6474.398926, 289.173157, 7593.473633>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6474.756836, 289.197052, 7593.923828>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6475.417480, 289.240875, 7594.758789>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6476.030273, 289.278290, 7595.533203>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6476.645020, 289.315674, 7596.308594>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6478.651367, 289.438538, 7598.853027>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6481.254883, 289.584076, 7602.158203>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6483.932617, 289.725220, 7605.560547>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6487.008301, 289.880402, 7609.465820>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6488.252441, 289.939941, 7611.043945>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6488.766602, 289.963135, 7611.692383>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6489.249512, 289.983032, 7612.299805>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6489.657227, 290.001099, 7612.811523>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6491.210938, 290.074066, 7614.786133>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6493.293945, 290.167542, 7617.433105>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6495.674316, 290.272430, 7620.458984>)
23:3:38 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<6498.018555, 290.380035, 7623.435547>)
